"ProteinID","GeneID","GeneSymbol","Description","GO_Terms","Species","Immune_Source"
"ENSGALP00010000035","ENSGALG00010000045","TP53BP1","tumor protein p53 binding protein 1 [Source:UniProtKB Gene Name;Acc:A0A8V0X611]","","Chicken","AvianImmunome"
"ENSGALP00010000048","ENSGALG00010000049","FES","FES proto-onco, tyrosine kinase [Source:UniProtKB Gene Name;Acc:A0A8V0X6E7]","","Chicken","AvianImmunome"
"ENSGALP00010000056","ENSGALG00010000054","VPS33B","VPS33B late endosome and lysosome associated [Source:NCBI gene (formerly Entrezgene);Acc:425858]","","Chicken","AvianImmunome"
"ENSGALP00010000057","ENSGALG00010000054","VPS33B","VPS33B late endosome and lysosome associated [Source:NCBI gene (formerly Entrezgene);Acc:425858]","","Chicken","AvianImmunome"
"ENSGALP00010000058","ENSGALG00010000054","VPS33B","VPS33B late endosome and lysosome associated [Source:NCBI gene (formerly Entrezgene);Acc:425858]","","Chicken","AvianImmunome"
"ENSGALP00010000059","ENSGALG00010000054","VPS33B","VPS33B late endosome and lysosome associated [Source:NCBI gene (formerly Entrezgene);Acc:425858]","","Chicken","AvianImmunome"
"ENSGALP00010000060","ENSGALG00010000054","VPS33B","VPS33B late endosome and lysosome associated [Source:NCBI gene (formerly Entrezgene);Acc:425858]","","Chicken","AvianImmunome"
"ENSGALP00010000061","ENSGALG00010000054","VPS33B","VPS33B late endosome and lysosome associated [Source:NCBI gene (formerly Entrezgene);Acc:425858]","","Chicken","AvianImmunome"
"ENSGALP00010000103","ENSGALG00010000092","INPPL1","inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]","immune system process","Chicken","biomartGO"
"ENSGALP00010000104","ENSGALG00010000092","INPPL1","inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]","immune system process","Chicken","biomartGO"
"ENSGALP00010000105","ENSGALG00010000092","INPPL1","inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]","immune system process","Chicken","biomartGO"
"ENSGALP00010000192","ENSGALG00010000180","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010000193","ENSGALG00010000180","","","antigen processing and presentation of peptide antigen via MHC class I; immune system process","Chicken","biomartGO"
"ENSGALP00010000194","ENSGALG00010000185","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010000197","ENSGALG00010000186","THOC5","THO complex 5 [Source:NCBI gene (formerly Entrezgene);Acc:417019]","","Chicken","AvianImmunome"
"ENSGALP00010000198","ENSGALG00010000186","THOC5","THO complex 5 [Source:NCBI gene (formerly Entrezgene);Acc:417019]","","Chicken","AvianImmunome"
"ENSGALP00010000199","ENSGALG00010000186","THOC5","THO complex 5 [Source:NCBI gene (formerly Entrezgene);Acc:417019]","","Chicken","AvianImmunome"
"ENSGALP00010000235","ENSGALG00010000225","LIF","LIF interleukin 6 family cytokine [Source:UniProtKB Gene Name;Acc:A0A8V0X6M3]","immune response","Chicken","biomartGO"
"ENSGALP00010000411","ENSGALG00010000387","DTX1","deltex E3 ubiquitin ligase 1 [Source:UniProtKB Gene Name;Acc:A0A8V0X556]","","Chicken","AvianImmunome"
"ENSGALP00010000441","ENSGALG00010000423","CARD8","caspase recruitment domain family member 8 [Source:UniProtKB Gene Name;Acc:A0A8V0X778]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010000442","ENSGALG00010000423","CARD8","caspase recruitment domain family member 8 [Source:UniProtKB Gene Name;Acc:A0A8V0X778]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010000443","ENSGALG00010000423","CARD8","caspase recruitment domain family member 8 [Source:UniProtKB Gene Name;Acc:A0A8V0X778]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010000444","ENSGALG00010000423","CARD8","caspase recruitment domain family member 8 [Source:UniProtKB Gene Name;Acc:A0A8V0X778]","activation of innate immune response; immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010000519","ENSGALG00010000468","TESC","tescalcin [Source:NCBI gene (formerly Entrezgene);Acc:771113]","","Chicken","AvianImmunome"
"ENSGALP00010000520","ENSGALG00010000468","TESC","tescalcin [Source:NCBI gene (formerly Entrezgene);Acc:771113]","","Chicken","AvianImmunome"
"ENSGALP00010000605","ENSGALG00010000584","RBM14","RNA binding motif protein 14 [Source:UniProtKB Gene Name;Acc:A0A8V0X366]","activation of innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010000790","ENSGALG00010000687","IKZF1","IKAROS family zinc finger 1 [Source:NCBI gene (formerly Entrezgene);Acc:395974]","immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010000791","ENSGALG00010000687","IKZF1","IKAROS family zinc finger 1 [Source:NCBI gene (formerly Entrezgene);Acc:395974]","lymphocyte differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010000793","ENSGALG00010000687","IKZF1","IKAROS family zinc finger 1 [Source:NCBI gene (formerly Entrezgene);Acc:395974]","","Chicken","AvianImmunome"
"ENSGALP00010000795","ENSGALG00010000687","IKZF1","IKAROS family zinc finger 1 [Source:NCBI gene (formerly Entrezgene);Acc:395974]","immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010000796","ENSGALG00010000687","IKZF1","IKAROS family zinc finger 1 [Source:NCBI gene (formerly Entrezgene);Acc:395974]","immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010000860","ENSGALG00010000726","POU4F1","POU class 4 homeobox 1 [Source:UniProtKB Gene Name;Acc:A0A1D5P1G4]","","Chicken","AvianImmunome"
"ENSGALP00010000864","ENSGALG00010000729","EDNRB","endothelin receptor type B [Source:NCBI gene (formerly Entrezgene);Acc:408082]","macrophage chemotaxis","Chicken","biomartGO"
"ENSGALP00010000869","ENSGALG00010000728","FAM105B","OTU deubiquitinase with linear linkage specificity [Source:HGNC Symbol;Acc:HGNC:25118]","innate immune response","Chicken","biomartGO"
"ENSGALP00010000932","ENSGALG00010000791","ACOD1","aconitate decarboxylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:418812]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010000933","ENSGALG00010000791","ACOD1","aconitate decarboxylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:418812]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010000934","ENSGALG00010000791","ACOD1","aconitate decarboxylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:418812]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010000935","ENSGALG00010000791","ACOD1","aconitate decarboxylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:418812]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010000936","ENSGALG00010000791","ACOD1","aconitate decarboxylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:418812]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010001023","ENSGALG00010000823","PIBF1","progesterone immunomodulatory binding factor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0X967]","","Chicken","AvianImmunome"
"ENSGALP00010001026","ENSGALG00010000823","PIBF1","progesterone immunomodulatory binding factor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0X967]","","Chicken","AvianImmunome"
"ENSGALP00010001070","ENSGALG00010001111","SUCNR1","succinate receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0X9A5]","","Chicken","AvianImmunome"
"ENSGALP00010001071","ENSGALG00010001111","SUCNR1","succinate receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0X9A5]","","Chicken","AvianImmunome"
"ENSGALP00010001072","ENSGALG00010001111","SUCNR1","succinate receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0X9A5]","","Chicken","AvianImmunome"
"ENSGALP00010001073","ENSGALG00010001111","SUCNR1","succinate receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8V0X9A5]","","Chicken","AvianImmunome"
"ENSGALP00010001106","ENSGALG00010001124","GPR171","G protein-coupled receptor 171 [Source:NCBI gene (formerly Entrezgene);Acc:101749516]","","Chicken","AvianImmunome"
"ENSGALP00010001203","ENSGALG00010001162","CD226","CD226 molecule [Source:UniProtKB Gene Name;Acc:A0A8V0X700]","","Chicken","AvianImmunome"
"ENSGALP00010001205","ENSGALG00010001162","CD226","CD226 molecule [Source:UniProtKB Gene Name;Acc:A0A8V0X700]","","Chicken","AvianImmunome"
"ENSGALP00010001206","ENSGALG00010001162","CD226","CD226 molecule [Source:UniProtKB Gene Name;Acc:A0A8V0X700]","","Chicken","AvianImmunome"
"ENSGALP00010001212","ENSGALG00010001166","TRIM59","tripartite motif containing 59 [Source:NCBI gene (formerly Entrezgene);Acc:425013]","","Chicken","AvianImmunome"
"ENSGALP00010001213","ENSGALG00010001166","TRIM59","tripartite motif containing 59 [Source:NCBI gene (formerly Entrezgene);Acc:425013]","innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010001214","ENSGALG00010001166","TRIM59","tripartite motif containing 59 [Source:NCBI gene (formerly Entrezgene);Acc:425013]","","Chicken","AvianImmunome"
"ENSGALP00010001215","ENSGALG00010001166","TRIM59","tripartite motif containing 59 [Source:NCBI gene (formerly Entrezgene);Acc:425013]","","Chicken","AvianImmunome"
"ENSGALP00010001216","ENSGALG00010001166","TRIM59","tripartite motif containing 59 [Source:NCBI gene (formerly Entrezgene);Acc:425013]","","Chicken","AvianImmunome"
"ENSGALP00010001217","ENSGALG00010001166","TRIM59","tripartite motif containing 59 [Source:NCBI gene (formerly Entrezgene);Acc:425013]","","Chicken","AvianImmunome"
"ENSGALP00010001218","ENSGALG00010001166","TRIM59","tripartite motif containing 59 [Source:NCBI gene (formerly Entrezgene);Acc:425013]","","Chicken","AvianImmunome"
"ENSGALP00010001219","ENSGALG00010001166","TRIM59","tripartite motif containing 59 [Source:NCBI gene (formerly Entrezgene);Acc:425013]","","Chicken","AvianImmunome"
"ENSGALP00010001220","ENSGALG00010001166","TRIM59","tripartite motif containing 59 [Source:NCBI gene (formerly Entrezgene);Acc:425013]","","Chicken","AvianImmunome"
"ENSGALP00010001221","ENSGALG00010001166","TRIM59","tripartite motif containing 59 [Source:NCBI gene (formerly Entrezgene);Acc:425013]","","Chicken","AvianImmunome"
"ENSGALP00010001264","ENSGALG00010001176","IL12A","interleukin 12A [Source:NCBI gene (formerly Entrezgene);Acc:407090]","T-helper 1 cell differentiation; immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010001291","ENSGALG00010001185","PTPN2","protein tyrosine phosphatase non-receptor type 2 [Source:NCBI gene (formerly Entrezgene);Acc:396409]","B cell differentiation; T cell differentiation","Chicken","biomartGO"
"ENSGALP00010001380","ENSGALG00010001224","DNAJB9","DnaJ heat shock protein family (Hsp40) member B9 [Source:NCBI gene (formerly Entrezgene);Acc:417783]","B cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010001381","ENSGALG00010001224","DNAJB9","DnaJ heat shock protein family (Hsp40) member B9 [Source:NCBI gene (formerly Entrezgene);Acc:417783]","","Chicken","AvianImmunome"
"ENSGALP00010001382","ENSGALG00010001225","SOCS6","suppressor of cytokine signaling 6 [Source:NCBI gene (formerly Entrezgene);Acc:421020]","","Chicken","AvianImmunome"
"ENSGALP00010001383","ENSGALG00010001225","SOCS6","suppressor of cytokine signaling 6 [Source:NCBI gene (formerly Entrezgene);Acc:421020]","","Chicken","AvianImmunome"
"ENSGALP00010001384","ENSGALG00010001225","SOCS6","suppressor of cytokine signaling 6 [Source:NCBI gene (formerly Entrezgene);Acc:421020]","","Chicken","AvianImmunome"
"ENSGALP00010001385","ENSGALG00010001225","SOCS6","suppressor of cytokine signaling 6 [Source:NCBI gene (formerly Entrezgene);Acc:421020]","","Chicken","AvianImmunome"
"ENSGALP00010001386","ENSGALG00010001225","SOCS6","suppressor of cytokine signaling 6 [Source:NCBI gene (formerly Entrezgene);Acc:421020]","","Chicken","AvianImmunome"
"ENSGALP00010001387","ENSGALG00010001225","SOCS6","suppressor of cytokine signaling 6 [Source:NCBI gene (formerly Entrezgene);Acc:421020]","","Chicken","AvianImmunome"
"ENSGALP00010001388","ENSGALG00010001225","SOCS6","suppressor of cytokine signaling 6 [Source:NCBI gene (formerly Entrezgene);Acc:421020]","","Chicken","AvianImmunome"
"ENSGALP00010001389","ENSGALG00010001225","SOCS6","suppressor of cytokine signaling 6 [Source:NCBI gene (formerly Entrezgene);Acc:421020]","","Chicken","AvianImmunome"
"ENSGALP00010001390","ENSGALG00010001225","SOCS6","suppressor of cytokine signaling 6 [Source:NCBI gene (formerly Entrezgene);Acc:421020]","","Chicken","AvianImmunome"
"ENSGALP00010001391","ENSGALG00010001225","SOCS6","suppressor of cytokine signaling 6 [Source:NCBI gene (formerly Entrezgene);Acc:421020]","","Chicken","AvianImmunome"
"ENSGALP00010001397","ENSGALG00010001230","PTX3","pentraxin 3 [Source:NCBI gene (formerly Entrezgene);Acc:548626]","immune response; immune system process; innate immune response; opsonization","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010001400","ENSGALG00010001230","PTX3","pentraxin 3 [Source:NCBI gene (formerly Entrezgene);Acc:548626]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010001438","ENSGALG00010001248","PTPRZ1","protein tyrosine phosphatase, receptor type Z1 [Source:NCBI gene (formerly Entrezgene);Acc:396403]","","Chicken","AvianImmunome"
"ENSGALP00010001441","ENSGALG00010001248","PTPRZ1","protein tyrosine phosphatase, receptor type Z1 [Source:NCBI gene (formerly Entrezgene);Acc:396403]","","Chicken","AvianImmunome"
"ENSGALP00010001442","ENSGALG00010001248","PTPRZ1","protein tyrosine phosphatase, receptor type Z1 [Source:NCBI gene (formerly Entrezgene);Acc:396403]","","Chicken","AvianImmunome"
"ENSGALP00010001443","ENSGALG00010001248","PTPRZ1","protein tyrosine phosphatase, receptor type Z1 [Source:NCBI gene (formerly Entrezgene);Acc:396403]","","Chicken","AvianImmunome"
"ENSGALP00010001498","ENSGALG00010001277","","","innate immune response","Chicken","biomartGO"
"ENSGALP00010001662","ENSGALG00010001382","BNIP3","BCL2 interacting protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0X877]","","Chicken","AvianImmunome"
"ENSGALP00010001663","ENSGALG00010001382","BNIP3","BCL2 interacting protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0X877]","","Chicken","AvianImmunome"
"ENSGALP00010001695","ENSGALG00010001409","GPNMB","glycoprotein nmb [Source:UniProtKB Gene Name;Acc:A0A8V0X296]","","Chicken","AvianImmunome"
"ENSGALP00010001696","ENSGALG00010001409","GPNMB","glycoprotein nmb [Source:UniProtKB Gene Name;Acc:A0A8V0X296]","","Chicken","AvianImmunome"
"ENSGALP00010001794","ENSGALG00010001454","VEGFD","vascular endothelial growth factor D [Source:NCBI gene (formerly Entrezgene);Acc:395255]","","Chicken","AvianImmunome"
"ENSGALP00010001795","ENSGALG00010001454","VEGFD","vascular endothelial growth factor D [Source:NCBI gene (formerly Entrezgene);Acc:395255]","","Chicken","AvianImmunome"
"ENSGALP00010001797","ENSGALG00010001453","TAX1BP1","Tax1 binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:395490]","cytoplasmic pattern recognition receptor signaling pathway; toll-like receptor 4 signaling pathway","Chicken","biomartGO"
"ENSGALP00010001798","ENSGALG00010001454","VEGFD","vascular endothelial growth factor D [Source:NCBI gene (formerly Entrezgene);Acc:395255]","","Chicken","AvianImmunome"
"ENSGALP00010001801","ENSGALG00010001454","VEGFD","vascular endothelial growth factor D [Source:NCBI gene (formerly Entrezgene);Acc:395255]","","Chicken","AvianImmunome"
"ENSGALP00010001803","ENSGALG00010001454","VEGFD","vascular endothelial growth factor D [Source:NCBI gene (formerly Entrezgene);Acc:395255]","","Chicken","AvianImmunome"
"ENSGALP00010001804","ENSGALG00010001454","VEGFD","vascular endothelial growth factor D [Source:NCBI gene (formerly Entrezgene);Acc:395255]","","Chicken","AvianImmunome"
"ENSGALP00010001805","ENSGALG00010001454","VEGFD","vascular endothelial growth factor D [Source:NCBI gene (formerly Entrezgene);Acc:395255]","","Chicken","AvianImmunome"
"ENSGALP00010001825","ENSGALG00010001462","DHX36","DEAH-box helicase 36 [Source:UniProtKB Gene Name;Acc:A0A8V0XBB6]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010001827","ENSGALG00010001462","DHX36","DEAH-box helicase 36 [Source:UniProtKB Gene Name;Acc:A0A8V0XBB6]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010001873","ENSGALG00010001484","BMX","BMX non-receptor tyrosine kinase [Source:UniProtKB Gene Name;Acc:E1BTT3]","B cell receptor signaling pathway; adaptive immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010001875","ENSGALG00010001484","BMX","BMX non-receptor tyrosine kinase [Source:UniProtKB Gene Name;Acc:E1BTT3]","B cell receptor signaling pathway; adaptive immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010001906","ENSGALG00010001499","TIPARP","TCDD inducible poly(ADP-ribose) polymerase [Source:UniProtKB Gene Name;Acc:A0A8V0X5T1]","","Chicken","AvianImmunome"
"ENSGALP00010001908","ENSGALG00010001499","TIPARP","TCDD inducible poly(ADP-ribose) polymerase [Source:UniProtKB Gene Name;Acc:A0A8V0X5T1]","","Chicken","AvianImmunome"
"ENSGALP00010001910","ENSGALG00010001499","TIPARP","TCDD inducible poly(ADP-ribose) polymerase [Source:UniProtKB Gene Name;Acc:A0A8V0X5T1]","","Chicken","AvianImmunome"
"ENSGALP00010001912","ENSGALG00010001499","TIPARP","TCDD inducible poly(ADP-ribose) polymerase [Source:UniProtKB Gene Name;Acc:A0A8V0X5T1]","","Chicken","AvianImmunome"
"ENSGALP00010001929","ENSGALG00010001508","CD109","CD109 molecule [Source:UniProtKB Gene Name;Acc:A0A8V0X5U5]","","Chicken","AvianImmunome"
"ENSGALP00010001942","ENSGALG00010001512","PLCL2","phospholipase C like 2 [Source:UniProtKB Gene Name;Acc:A0A8V0X8Y4]","","Chicken","AvianImmunome"
"ENSGALP00010001943","ENSGALG00010001512","PLCL2","phospholipase C like 2 [Source:UniProtKB Gene Name;Acc:A0A8V0X8Y4]","","Chicken","AvianImmunome"
"ENSGALP00010001994","ENSGALG00010001546","CGAS","cyclic GMP-AMP synthase [Source:UniProtKB Gene Name;Acc:A0A8V0X930]","activation of innate immune response; cGAS/STING signaling pathway; cytoplasmic pattern recognition receptor signaling pathway; pattern recognition receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010002077","ENSGALG00010001620","MOSPD2","motile sperm domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:418627]","","Chicken","AvianImmunome"
"ENSGALP00010002078","ENSGALG00010001617","TRIM3","tripartite motif containing 3 [Source:UniProtKB Gene Name;Acc:A0A8V0X2Y8]","toll-like receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010002080","ENSGALG00010001620","MOSPD2","motile sperm domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:418627]","","Chicken","AvianImmunome"
"ENSGALP00010002124","ENSGALG00010001657","SMAP1","small ArfGAP 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XCD4]","","Chicken","AvianImmunome"
"ENSGALP00010002129","ENSGALG00010001657","SMAP1","small ArfGAP 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XCD4]","","Chicken","AvianImmunome"
"ENSGALP00010002133","ENSGALG00010001657","SMAP1","small ArfGAP 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XCD4]","","Chicken","AvianImmunome"
"ENSGALP00010002157","ENSGALG00010001677","SDHAF4","succinate dehydrogenase complex assembly factor 4 [Source:UniProtKB Gene Name;Acc:A0A8V0X9H8]","","Chicken","AvianImmunome"
"ENSGALP00010002160","ENSGALG00010001677","SDHAF4","succinate dehydrogenase complex assembly factor 4 [Source:UniProtKB Gene Name;Acc:A0A8V0X9H8]","","Chicken","AvianImmunome"
"ENSGALP00010002165","ENSGALG00010001677","SDHAF4","succinate dehydrogenase complex assembly factor 4 [Source:UniProtKB Gene Name;Acc:A0A8V0X9H8]","innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010002172","ENSGALG00010001686","WASL","Wiskott-Aldrich syndrome like [Source:NCBI gene (formerly Entrezgene);Acc:417750]","","Chicken","AvianImmunome"
"ENSGALP00010002173","ENSGALG00010001686","WASL","Wiskott-Aldrich syndrome like [Source:NCBI gene (formerly Entrezgene);Acc:417750]","","Chicken","AvianImmunome"
"ENSGALP00010002174","ENSGALG00010001686","WASL","Wiskott-Aldrich syndrome like [Source:NCBI gene (formerly Entrezgene);Acc:417750]","","Chicken","AvianImmunome"
"ENSGALP00010002209","ENSGALG00010001702","PLEKHA1","pleckstrin homology domain containing A1 [Source:UniProtKB Gene Name;Acc:A0A8V0X6J1]","","Chicken","AvianImmunome"
"ENSGALP00010002210","ENSGALG00010001702","PLEKHA1","pleckstrin homology domain containing A1 [Source:UniProtKB Gene Name;Acc:A0A8V0X6J1]","","Chicken","AvianImmunome"
"ENSGALP00010002212","ENSGALG00010001702","PLEKHA1","pleckstrin homology domain containing A1 [Source:UniProtKB Gene Name;Acc:A0A8V0X6J1]","B cell receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010002213","ENSGALG00010001702","PLEKHA1","pleckstrin homology domain containing A1 [Source:UniProtKB Gene Name;Acc:A0A8V0X6J1]","","Chicken","AvianImmunome"
"ENSGALP00010002242","ENSGALG00010001716","TRIL","TLR4 interactor with leucine rich repeats [Source:UniProtKB Gene Name;Acc:A0A8V0X9Q1]","immune system process; innate immune response; toll-like receptor 4 signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010002271","ENSGALG00010001729","MOG","myelin oligodendrocyte glycoprotein [Source:UniProtKB Gene Name;Acc:A0A8V0X6Q0]","T cell receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010002277","ENSGALG00010001741","SATB1","SATB homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:420647]","","Chicken","AvianImmunome"
"ENSGALP00010002278","ENSGALG00010001741","SATB1","SATB homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:420647]","","Chicken","AvianImmunome"
"ENSGALP00010002279","ENSGALG00010001741","SATB1","SATB homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:420647]","","Chicken","AvianImmunome"
"ENSGALP00010002397","ENSGALG00010001801","HOXA3","homeobox A3 [Source:NCBI gene (formerly Entrezgene);Acc:395231]","","Chicken","AvianImmunome"
"ENSGALP00010002398","ENSGALG00010001801","HOXA3","homeobox A3 [Source:NCBI gene (formerly Entrezgene);Acc:395231]","","Chicken","AvianImmunome"
"ENSGALP00010002453","ENSGALG00010001826","HOXA7","homeobox A7 [Source:NCBI gene (formerly Entrezgene);Acc:395290]","","Chicken","AvianImmunome"
"ENSGALP00010002456","ENSGALG00010001826","HOXA7","homeobox A7 [Source:NCBI gene (formerly Entrezgene);Acc:395290]","","Chicken","AvianImmunome"
"ENSGALP00010002478","ENSGALG00010001836","TWSG1","twisted gastrulation BMP signaling modulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:374024]","","Chicken","AvianImmunome"
"ENSGALP00010002480","ENSGALG00010001836","TWSG1","twisted gastrulation BMP signaling modulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:374024]","","Chicken","AvianImmunome"
"ENSGALP00010002538","ENSGALG00010001869","CRLF2","cytokine receptor like factor 2 [Source:UniProtKB Gene Name;Acc:A0A3Q2TYJ1]","","Chicken","AvianImmunome"
"ENSGALP00010002542","ENSGALG00010001869","CRLF2","cytokine receptor like factor 2 [Source:UniProtKB Gene Name;Acc:A0A3Q2TYJ1]","","Chicken","AvianImmunome"
"ENSGALP00010002545","ENSGALG00010001869","CRLF2","cytokine receptor like factor 2 [Source:UniProtKB Gene Name;Acc:A0A3Q2TYJ1]","","Chicken","AvianImmunome"
"ENSGALP00010002547","ENSGALG00010001865","CYBB","cytochrome b-245 beta chain [Source:NCBI gene (formerly Entrezgene);Acc:418581]","","Chicken","AvianImmunome"
"ENSGALP00010002549","ENSGALG00010001869","CRLF2","cytokine receptor like factor 2 [Source:UniProtKB Gene Name;Acc:A0A3Q2TYJ1]","","Chicken","AvianImmunome"
"ENSGALP00010002551","ENSGALG00010001869","CRLF2","cytokine receptor like factor 2 [Source:UniProtKB Gene Name;Acc:A0A3Q2TYJ1]","","Chicken","AvianImmunome"
"ENSGALP00010002555","ENSGALG00010001865","CYBB","cytochrome b-245 beta chain [Source:NCBI gene (formerly Entrezgene);Acc:418581]","","Chicken","AvianImmunome"
"ENSGALP00010002559","ENSGALG00010001865","CYBB","cytochrome b-245 beta chain [Source:NCBI gene (formerly Entrezgene);Acc:418581]","","Chicken","AvianImmunome"
"ENSGALP00010002562","ENSGALG00010001865","CYBB","cytochrome b-245 beta chain [Source:NCBI gene (formerly Entrezgene);Acc:418581]","","Chicken","AvianImmunome"
"ENSGALP00010002564","ENSGALG00010001865","CYBB","cytochrome b-245 beta chain [Source:NCBI gene (formerly Entrezgene);Acc:418581]","","Chicken","AvianImmunome"
"ENSGALP00010002566","ENSGALG00010001865","CYBB","cytochrome b-245 beta chain [Source:NCBI gene (formerly Entrezgene);Acc:418581]","","Chicken","AvianImmunome"
"ENSGALP00010002567","ENSGALG00010001865","CYBB","cytochrome b-245 beta chain [Source:NCBI gene (formerly Entrezgene);Acc:418581]","innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010002573","ENSGALG00010001879","IRAK4","interleukin 1 receptor associated kinase 4 [Source:NCBI gene (formerly Entrezgene);Acc:417796]","innate immune response","Chicken","biomartGO"
"ENSGALP00010002576","ENSGALG00010001879","IRAK4","interleukin 1 receptor associated kinase 4 [Source:NCBI gene (formerly Entrezgene);Acc:417796]","innate immune response","Chicken","biomartGO"
"ENSGALP00010002578","ENSGALG00010001879","IRAK4","interleukin 1 receptor associated kinase 4 [Source:NCBI gene (formerly Entrezgene);Acc:417796]","immune system process; innate immune response; neutrophil mediated immunity; neutrophil migration; toll-like receptor 4 signaling pathway","Chicken","biomartGO"
"ENSGALP00010002601","ENSGALG00010001888","SNX10","sorting nexin 10 [Source:NCBI gene (formerly Entrezgene);Acc:420628]","","Chicken","AvianImmunome"
"ENSGALP00010002602","ENSGALG00010001888","SNX10","sorting nexin 10 [Source:NCBI gene (formerly Entrezgene);Acc:420628]","","Chicken","AvianImmunome"
"ENSGALP00010002603","ENSGALG00010001888","SNX10","sorting nexin 10 [Source:NCBI gene (formerly Entrezgene);Acc:420628]","","Chicken","AvianImmunome"
"ENSGALP00010002604","ENSGALG00010001888","SNX10","sorting nexin 10 [Source:NCBI gene (formerly Entrezgene);Acc:420628]","","Chicken","AvianImmunome"
"ENSGALP00010002605","ENSGALG00010001892","RAB12","RAB12, member RAS onco family [Source:UniProtKB Gene Name;Acc:A0A8V0XDD5]","","Chicken","AvianImmunome"
"ENSGALP00010002606","ENSGALG00010001892","RAB12","RAB12, member RAS onco family [Source:UniProtKB Gene Name;Acc:A0A8V0XDD5]","","Chicken","AvianImmunome"
"ENSGALP00010002609","ENSGALG00010001897","TLR7","toll like receptor 7 [Source:NCBI gene (formerly Entrezgene);Acc:418638]","activation of innate immune response; immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
