"ProteinID","GeneID","GeneSymbol","Description","GO_Terms","Species","Immune_Source"
"ENSGALP00010041770","ENSGALG00010028074","PRAM1","PML-RARA regulated adaptor molecule 1 [Source:UniProtKB Gene Name;Acc:A0A8V1AJ61]","T cell receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010041838","ENSGALG00010028105","PRKCD","protein kinase C delta [Source:NCBI gene (formerly Entrezgene);Acc:415905]","","Chicken","AvianImmunome"
"ENSGALP00010041839","ENSGALG00010028105","PRKCD","protein kinase C delta [Source:NCBI gene (formerly Entrezgene);Acc:415905]","","Chicken","AvianImmunome"
"ENSGALP00010041840","ENSGALG00010028105","PRKCD","protein kinase C delta [Source:NCBI gene (formerly Entrezgene);Acc:415905]","","Chicken","AvianImmunome"
"ENSGALP00010041842","ENSGALG00010028105","PRKCD","protein kinase C delta [Source:NCBI gene (formerly Entrezgene);Acc:415905]","immunoglobulin mediated immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010041843","ENSGALG00010028105","PRKCD","protein kinase C delta [Source:NCBI gene (formerly Entrezgene);Acc:415905]","","Chicken","AvianImmunome"
"ENSGALP00010041847","ENSGALG00010028107","NOTCH1","notch 1 [Source:NCBI gene (formerly Entrezgene);Acc:395655]","T-helper 17 type immune response; humoral immune response; inflammatory response to antigenic stimulus","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010041850","ENSGALG00010028107","NOTCH1","notch 1 [Source:NCBI gene (formerly Entrezgene);Acc:395655]","","Chicken","AvianImmunome"
"ENSGALP00010041867","ENSGALG00010028115","CACTIN","cactin, spliceosome C complex subunit [Source:UniProtKB Gene Name;Acc:A0A8V1AHI7]","","Chicken","AvianImmunome"
"ENSGALP00010041869","ENSGALG00010028115","CACTIN","cactin, spliceosome C complex subunit [Source:UniProtKB Gene Name;Acc:A0A8V1AHI7]","","Chicken","AvianImmunome"
"ENSGALP00010041875","ENSGALG00010028119","HYAL2","hyaluronidase 2 [Source:UniProtKB Gene Name;Acc:A0A8V1AJD8]","","Chicken","AvianImmunome"
"ENSGALP00010041877","ENSGALG00010028119","HYAL2","hyaluronidase 2 [Source:UniProtKB Gene Name;Acc:A0A8V1AJD8]","","Chicken","AvianImmunome"
"ENSGALP00010041882","ENSGALG00010028121","TUSC2","tumor suppressor 2, mitochondrial calcium regulator [Source:UniProtKB Gene Name;Acc:A0A1D5PMP7]","natural killer cell differentiation; neutrophil-mediated killing of gram-negative bacterium","Chicken","biomartGO"
"ENSGALP00010041946","ENSGALG00010028146","MAPKAPK3","MAPK activated protein kinase 3 [Source:NCBI gene (formerly Entrezgene);Acc:415917]","toll-like receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010041952","ENSGALG00010028150","ARMC6","armadillo repeat containing 6 [Source:UniProtKB Gene Name;Acc:A0A8V1AHQ0]","","Chicken","AvianImmunome"
"ENSGALP00010041953","ENSGALG00010028150","ARMC6","armadillo repeat containing 6 [Source:UniProtKB Gene Name;Acc:A0A8V1AHQ0]","","Chicken","AvianImmunome"
"ENSGALP00010041971","ENSGALG00010028159","DCAF1","DDB1 and CUL4 associated factor 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PYE6]","","Chicken","AvianImmunome"
"ENSGALP00010041973","ENSGALG00010028159","DCAF1","DDB1 and CUL4 associated factor 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PYE6]","","Chicken","AvianImmunome"
"ENSGALP00010041974","ENSGALG00010028159","DCAF1","DDB1 and CUL4 associated factor 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PYE6]","","Chicken","AvianImmunome"
"ENSGALP00010041975","ENSGALG00010028159","DCAF1","DDB1 and CUL4 associated factor 1 [Source:UniProtKB Gene Name;Acc:A0A1D5PYE6]","","Chicken","AvianImmunome"
"ENSGALP00010041976","ENSGALG00010028160","","","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010041977","ENSGALG00010028161","","","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010041978","ENSGALG00010028162","CARD9","caspase recruitment domain family member 9 [Source:UniProtKB Gene Name;Acc:A0A8V1A7Q2]","","Chicken","AvianImmunome"
"ENSGALP00010041979","ENSGALG00010028162","CARD9","caspase recruitment domain family member 9 [Source:UniProtKB Gene Name;Acc:A0A8V1A7Q2]","","Chicken","AvianImmunome"
"ENSGALP00010041980","ENSGALG00010028162","CARD9","caspase recruitment domain family member 9 [Source:UniProtKB Gene Name;Acc:A0A8V1A7Q2]","","Chicken","AvianImmunome"
"ENSGALP00010041981","ENSGALG00010028162","CARD9","caspase recruitment domain family member 9 [Source:UniProtKB Gene Name;Acc:A0A8V1A7Q2]","antifungal innate immune response; immunoglobulin mediated immune response; neutrophil mediated immunity","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010041983","ENSGALG00010028163","GBP","guanylate binding protein [Source:NCBI gene (formerly Entrezgene);Acc:395366]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010041985","ENSGALG00010028163","GBP","guanylate binding protein [Source:NCBI gene (formerly Entrezgene);Acc:395366]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010041988","ENSGALG00010028163","GBP","guanylate binding protein [Source:NCBI gene (formerly Entrezgene);Acc:395366]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010041989","ENSGALG00010028163","GBP","guanylate binding protein [Source:NCBI gene (formerly Entrezgene);Acc:395366]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010041992","ENSGALG00010028166","","","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010042058","ENSGALG00010028190","ILF2","interleukin enhancer binding factor 2 [Source:UniProtKB Gene Name;Acc:A0A8V1ACZ4]","","Chicken","AvianImmunome"
"ENSGALP00010042061","ENSGALG00010028190","ILF2","interleukin enhancer binding factor 2 [Source:UniProtKB Gene Name;Acc:A0A8V1ACZ4]","","Chicken","AvianImmunome"
"ENSGALP00010042063","ENSGALG00010028190","ILF2","interleukin enhancer binding factor 2 [Source:UniProtKB Gene Name;Acc:A0A8V1ACZ4]","","Chicken","AvianImmunome"
"ENSGALP00010042108","ENSGALG00010028216","NKX2-3","NK2 homeobox 3 [Source:NCBI gene (formerly Entrezgene);Acc:110224122]","","Chicken","AvianImmunome"
"ENSGALP00010042216","ENSGALG00010028357","SPPL2C","signal peptide peptidase like 2C [Source:NCBI gene (formerly Entrezgene);Acc:420056]","","Chicken","AvianImmunome"
"ENSGALP00010042217","ENSGALG00010028357","SPPL2C","signal peptide peptidase like 2C [Source:NCBI gene (formerly Entrezgene);Acc:420056]","","Chicken","AvianImmunome"
"ENSGALP00010042218","ENSGALG00010028357","SPPL2C","signal peptide peptidase like 2C [Source:NCBI gene (formerly Entrezgene);Acc:420056]","","Chicken","AvianImmunome"
"ENSGALP00010042220","ENSGALG00010028357","SPPL2C","signal peptide peptidase like 2C [Source:NCBI gene (formerly Entrezgene);Acc:420056]","","Chicken","AvianImmunome"
"ENSGALP00010042276","ENSGALG00010028419","GBP4L","","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010042277","ENSGALG00010028420","GBP4L","","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010042278","ENSGALG00010028421","ZBTB7A","zinc finger and BTB domain containing 7A [Source:NCBI gene (formerly Entrezgene);Acc:395411]","B cell differentiation","Chicken","biomartGO"
"ENSGALP00010042302","ENSGALG00010028431","S100A14","S100 calcium binding protein A14 [Source:UniProtKB Gene Name;Acc:A0A8V1ADQ5]","toll-like receptor 4 signaling pathway","Chicken","biomartGO"
"ENSGALP00010042317","ENSGALG00010028437","GON4L","gon-4 like [Source:UniProtKB Gene Name;Acc:A0A8V1ADR8]","B cell differentiation","Chicken","biomartGO"
"ENSGALP00010042333","ENSGALG00010028445","SYT11","synaptotagmin 11 [Source:UniProtKB Gene Name;Acc:A0A8V1AIM6]","","Chicken","AvianImmunome"
"ENSGALP00010042335","ENSGALG00010028445","SYT11","synaptotagmin 11 [Source:UniProtKB Gene Name;Acc:A0A8V1AIM6]","","Chicken","AvianImmunome"
"ENSGALP00010042345","ENSGALG00010028450","PTGDS","prostaglandin D2 synthase 21kDa (brain) [Source:NCBI gene (formerly Entrezgene);Acc:374110]","mast cell degranulation","Chicken","biomartGO"
"ENSGALP00010042347","ENSGALG00010028450","PTGDS","prostaglandin D2 synthase 21kDa (brain) [Source:NCBI gene (formerly Entrezgene);Acc:374110]","mast cell degranulation","Chicken","biomartGO"
"ENSGALP00010042352","ENSGALG00010028454","C8G","complement C8 gamma chain [Source:UniProtKB Gene Name;Acc:A0A8V1AKH4]","complement activation","Chicken","biomartGO"
"ENSGALP00010042353","ENSGALG00010028454","C8G","complement C8 gamma chain [Source:UniProtKB Gene Name;Acc:A0A8V1AKH4]","complement activation","Chicken","biomartGO"
"ENSGALP00010042358","ENSGALG00010028458","TRAF2","TNF receptor associated factor 2 [Source:UniProtKB Gene Name;Acc:A0A8V1A8S1]","","Chicken","AvianImmunome"
"ENSGALP00010042359","ENSGALG00010028458","TRAF2","TNF receptor associated factor 2 [Source:UniProtKB Gene Name;Acc:A0A8V1A8S1]","T cell activation; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010042379","ENSGALG00010028468","PHPT1","phosphohistidine phosphatase 1 [Source:NCBI gene (formerly Entrezgene);Acc:770750]","","Chicken","AvianImmunome"
"ENSGALP00010042380","ENSGALG00010028468","PHPT1","phosphohistidine phosphatase 1 [Source:NCBI gene (formerly Entrezgene);Acc:770750]","","Chicken","AvianImmunome"
"ENSGALP00010042394","ENSGALG00010028477","NRARP","NOTCH regulated ankyrin repeat protein [Source:UniProtKB Gene Name;Acc:A0A8V1A8V5]","T cell differentiation","Chicken","biomartGO"
"ENSGALP00010042539","ENSGALG00010028535","TICAM1","toll like receptor adaptor molecule 1 [Source:NCBI gene (formerly Entrezgene);Acc:100008585]","TRIF-dependent toll-like receptor signaling pathway; immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010042540","ENSGALG00010028535","TICAM1","toll like receptor adaptor molecule 1 [Source:NCBI gene (formerly Entrezgene);Acc:100008585]","TRIF-dependent toll-like receptor signaling pathway; immune system process; innate immune response; toll-like receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010042541","ENSGALG00010028535","TICAM1","toll like receptor adaptor molecule 1 [Source:NCBI gene (formerly Entrezgene);Acc:100008585]","TRIF-dependent toll-like receptor signaling pathway; immune system process; innate immune response; toll-like receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010042542","ENSGALG00010028535","TICAM1","toll like receptor adaptor molecule 1 [Source:NCBI gene (formerly Entrezgene);Acc:100008585]","TRIF-dependent toll-like receptor signaling pathway; immune system process; innate immune response; toll-like receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010042543","ENSGALG00010028535","TICAM1","toll like receptor adaptor molecule 1 [Source:NCBI gene (formerly Entrezgene);Acc:100008585]","TRIF-dependent toll-like receptor signaling pathway; immune system process; innate immune response; toll-like receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010042544","ENSGALG00010028535","TICAM1","toll like receptor adaptor molecule 1 [Source:NCBI gene (formerly Entrezgene);Acc:100008585]","TRIF-dependent toll-like receptor signaling pathway; immune system process; innate immune response; toll-like receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010042587","ENSGALG00010028550","ZAP70","zeta chain of T cell receptor associated protein kinase [Source:NCBI gene (formerly Entrezgene);Acc:420086]","T cell receptor signaling pathway; immune response; immune system process; positive thymic T cell selection","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010042771","ENSGALG00010028683","CRPL2","C-reactive protein like 2 [Source:NCBI gene (formerly Entrezgene);Acc:776376]","innate immune response","Chicken","biomartGO"
"ENSGALP00010042802","ENSGALG00010028736","NTRK1","neurotrophic receptor tyrosine kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:396337]","","Chicken","AvianImmunome"
"ENSGALP00010042803","ENSGALG00010028736","NTRK1","neurotrophic receptor tyrosine kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:396337]","B cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010042831","ENSGALG00010028750","OTUD7B","OTU deubiquitinase 7B [Source:UniProtKB Gene Name;Acc:A0A8V1AHL3]","mucosal immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010042832","ENSGALG00010028750","OTUD7B","OTU deubiquitinase 7B [Source:UniProtKB Gene Name;Acc:A0A8V1AHL3]","adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010042859","ENSGALG00010028761","CTSS","cathepsin S [Source:NCBI gene (formerly Entrezgene);Acc:425657]","","Chicken","AvianImmunome"
"ENSGALP00010042860","ENSGALG00010028761","CTSS","cathepsin S [Source:NCBI gene (formerly Entrezgene);Acc:425657]","","Chicken","AvianImmunome"
"ENSGALP00010042861","ENSGALG00010028763","CTSK","cathepsin K [Source:NCBI gene (formerly Entrezgene);Acc:395818]","","Chicken","AvianImmunome"
"ENSGALP00010042862","ENSGALG00010028763","CTSK","cathepsin K [Source:NCBI gene (formerly Entrezgene);Acc:395818]","","Chicken","AvianImmunome"
"ENSGALP00010042909","ENSGALG00010028818","TSC1","TSC complex subunit 1 [Source:UniProtKB Gene Name;Acc:A0A8V1AJZ5]","adaptive immune response; memory T cell differentiation","Chicken","biomartGO"
"ENSGALP00010042966","ENSGALG00010028874","CRPL1","C-reactive protein like 1 [Source:NCBI gene (formerly Entrezgene);Acc:429786]","innate immune response","Chicken","biomartGO"
"ENSGALP00010042973","ENSGALG00010028879","DBH","dopamine beta-hydroxylase [Source:UniProtKB Gene Name;Acc:A0A8V1AHW8]","leukocyte mediated immunity; leukocyte migration","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010043024","ENSGALG00010028893","STXBP1","syntaxin binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:404293]","","Chicken","AvianImmunome"
"ENSGALP00010043025","ENSGALG00010028893","STXBP1","syntaxin binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:404293]","","Chicken","AvianImmunome"
"ENSGALP00010043026","ENSGALG00010028893","STXBP1","syntaxin binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:404293]","","Chicken","AvianImmunome"
"ENSGALP00010043027","ENSGALG00010028893","STXBP1","syntaxin binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:404293]","","Chicken","AvianImmunome"
"ENSGALP00010043028","ENSGALG00010028893","STXBP1","syntaxin binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:404293]","","Chicken","AvianImmunome"
"ENSGALP00010043039","ENSGALG00010028898","TNFSF15","tumor necrosis factor superfamily member 15 [Source:NCBI gene (formerly Entrezgene);Acc:417247]","immune response","Chicken","biomartGO"
"ENSGALP00010043040","ENSGALG00010028898","TNFSF15","tumor necrosis factor superfamily member 15 [Source:NCBI gene (formerly Entrezgene);Acc:417247]","immune response","Chicken","biomartGO"
"ENSGALP00010043041","ENSGALG00010028899","TNFSF8","tumor necrosis factor superfamily member 8 [Source:NCBI gene (formerly Entrezgene);Acc:378930]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010043042","ENSGALG00010028899","TNFSF8","tumor necrosis factor superfamily member 8 [Source:NCBI gene (formerly Entrezgene);Acc:378930]","CD8-positive, alpha-beta T cell differentiation; immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010043060","ENSGALG00010028904","TRIM32","tripartite motif containing 32 [Source:UniProtKB Gene Name;Acc:A0A8V1AKB8]","innate immune response; toll-like receptor 4 signaling pathway","Chicken","biomartGO"
"ENSGALP00010043073","ENSGALG00010028912","EXFABP","extracellular fatty acid-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:396393]","","Chicken","AvianImmunome"
"ENSGALP00010043078","ENSGALG00010028914","TLR4","toll like receptor 4 [Source:NCBI gene (formerly Entrezgene);Acc:417241]","MyD88-dependent toll-like receptor signaling pathway; NK T cell activation; TRIF-dependent toll-like receptor signaling pathway; activation of innate immune response; immune response; immune system process; innate immune response; lymphocyte proliferation; macrophage activation; toll-like receptor 4 signaling pathway; toll-like receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010043110","ENSGALG00010029141","C5","complement C5 [Source:UniProtKB Gene Name;Acc:A0A8V1AM71]","","Chicken","AvianImmunome"
"ENSGALP00010043120","ENSGALG00010029145","RC3H2","ring finger and CCCH-type domains 2 [Source:UniProtKB Gene Name;Acc:A0A8V1AM79]","B cell homeostasis; T cell homeostasis; T cell proliferation; T cell receptor signaling pathway; T follicular helper cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010043121","ENSGALG00010029145","RC3H2","ring finger and CCCH-type domains 2 [Source:UniProtKB Gene Name;Acc:A0A8V1AM79]","","Chicken","AvianImmunome"
"ENSGALP00010043135","ENSGALG00010029151","CYBC1","cytochrome b-245 chaperone 1 [Source:UniProtKB Gene Name;Acc:A0A8V1AM90]","immune system process; innate immune response","Chicken","biomartGO"
